Seed,arrival rate,"(Good)","(Bad)"
400137271,0.0010000000,0.5101236733,0.6001113845
400137271,0.0234285714,0.5129766302,0.6029443224
400137271,0.0458571429,0.5159385824,0.6058139011
400137271,0.0682857143,0.5190108193,0.6086941764
400137271,0.0907142857,0.5221842603,0.6116049096
400137271,0.1131428571,0.5254468953,0.6145743713
400137271,0.1355714286,0.5288344729,0.6175710748
400137271,0.1580000000,0.5323478010,0.6205989643
400137271,0.1804285714,0.5359960738,0.6236578789
400137271,0.2028571429,0.5397614281,0.6267657235
400137271,0.2252857143,0.5436500957,0.6299172657
400137271,0.2477142857,0.5476854932,0.6331006914
400137271,0.2701428571,0.5518671280,0.6363252041
400137271,0.2925714286,0.5562009515,0.6395879990
400137271,0.3150000000,0.5607280983,0.6428631934
400137271,0.3374285714,0.5654103692,0.6461937016
400137271,0.3598571429,0.5702846389,0.6495523339
400137271,0.3822857143,0.5753534296,0.6529443272
400137271,0.4047142857,0.5805894244,0.6564037403
400137271,0.4271428571,0.5860182763,0.6599196816
400137271,0.4495714286,0.5916832170,0.6634566856
400137271,0.4720000000,0.5975734765,0.6670319246
400137271,0.4944285714,0.6036946746,0.6706584405
400137271,0.5168571429,0.6100715658,0.6743207619
400137271,0.5392857143,0.6167008478,0.6780392293
400137271,0.5617142857,0.6235827370,0.6818286847
400137271,0.5841428571,0.6307794612,0.6856442625
400137271,0.6065714286,0.6383050845,0.6894901944
400137271,0.6290000000,0.6461188407,0.6934217477
400137271,0.6514285714,0.6542848014,0.6973860577
400137271,0.6738571429,0.6627755232,0.7014375997
400137271,0.6962857143,0.6716742162,0.7055114823
400137271,0.7187142857,0.6809555374,0.7096565243
400137271,0.7411428571,0.6906965904,0.7138234557
400137271,0.7635714286,0.7008410354,0.7180942744
400137271,0.7860000000,0.7114232650,0.7224629895
400137271,0.8084285714,0.7225643469,0.7268341882
400137271,0.8308571429,0.7327398793,0.7327575142
400137271,0.8532857143,0.7411093450,0.7411150185
400137271,0.8757142857,0.7498119255,0.7498127267
400137271,0.8981428571,0.7588694160,0.7588704263
400137271,0.9205714286,0.7683038434,0.7683046455
400137271,0.9430000000,0.7781399874,0.7781407711
400137271,0.9654285714,0.7883999625,0.7884008036
400137271,0.9878571429,0.7991210513,0.7991217804
400137271,1.0102857143,0.8103293996,0.8103296836
400137271,1.0327142857,0.8220582708,0.8220600022
400137271,1.0551428571,0.8343463084,0.8343480700
400137271,1.0775714286,0.8472187677,0.8472188231
400137271,1.1000000000,0.8607284783,0.8607285008

