Seed,arrival rate,(Good),(Bad)
400137271,0.001,1.100466684,2.000491009
400137271,0.023428571,1.112062551,2.011848671
400137271,0.045857143,1.124607705,2.02350807
400137271,0.068285714,1.137935382,2.035555241
400137271,0.090714286,1.152234854,2.047803559
400137271,0.113142857,1.167525612,2.060342246
400137271,0.135571429,1.184018875,2.073145508
400137271,0.158,1.201784097,2.08624621
400137271,0.180428571,1.221057087,2.09960936
400137271,0.202857143,1.241852986,2.113319917
400137271,0.225285714,1.264306988,2.127320064
400137271,0.247714286,1.288430583,2.141738065
400137271,0.270142857,1.314376904,2.156632048
400137271,0.292571429,1.342809663,2.171749228
400137271,0.315,1.373598182,2.187369474
400137271,0.337428571,1.407108318,2.203398281
400137271,0.359857143,1.443524069,2.219970486
400137271,0.382285714,1.483234288,2.237081801
400137271,0.404714286,1.526960955,2.254472505
400137271,0.427142857,1.574791159,2.272528803
400137271,0.449571429,1.627787626,2.290810015
400137271,0.472,1.686031926,2.309908507
400137271,0.494428571,1.750745811,2.329494316
400137271,0.516857143,1.823241441,2.349429714
400137271,0.539285714,1.903615629,2.370517722
400137271,0.561714286,1.993880975,2.391930293
400137271,0.584142857,2.095460685,2.414059032
400137271,0.606571429,2.210868392,2.436833276
400137271,0.629,2.341823402,2.460622499
400137271,0.651428571,2.492364618,2.484601431
400137271,0.673857143,2.665521301,2.509680596
400137271,0.696285714,2.86683591,2.535913818
400137271,0.718714286,3.103695418,2.562905174
400137271,0.741142857,3.386624781,2.590719096
400137271,0.763571429,3.72918017,2.619110418
400137271,0.786,4.148154504,2.649623906
400137271,0.808428571,4.672059745,2.680474692
400137271,0.830857143,5.338916761,2.712875401
400137271,0.853285714,6.215615485,2.745997831
400137271,0.875714286,7.412852019,2.781967134
400137271,0.898142857,9.163430259,2.817963162
400137271,0.920571429,11.94847105,2.856148037
400137271,0.943,16.92679558,2.896754765
400137271,0.965428571,28.68211001,2.936772408
400137271,0.987857143,83.88708476,2.980229314
400137271,1.010285714,30423.46999,3.01367022
400137271,1.032714286,94906.39229,3.037976897
400137271,1.055142857,156626.6618,3.062237592
400137271,1.077571429,215777.5302,3.086962075
400137271,1.1,272499.3895,3.114724476
