Seed,arrival rate,"(Good)","(Bad)"
400137271,0.0010000000,0.5102475031,0.6000576736
400137271,0.0234285714,0.5159273378,0.6014706816
400137271,0.0458571429,0.5217880126,0.6029073293
400137271,0.0682857143,0.5277294479,0.6043519496
400137271,0.0907142857,0.5338697225,0.6058137241
400137271,0.1131428571,0.5400913597,0.6072965712
400137271,0.1355714286,0.5465183511,0.6087936678
400137271,0.1580000000,0.5531190882,0.6103072348
400137271,0.1804285714,0.5599293890,0.6118423831
400137271,0.2028571429,0.5668586829,0.6133955728
400137271,0.2252857143,0.5738879069,0.6149659102
400137271,0.2477142857,0.5811930538,0.6165541162
400137271,0.2701428571,0.5886735204,0.6181607131
400137271,0.2925714286,0.5963162102,0.6197853543
400137271,0.3150000000,0.6043038292,0.6214298704
400137271,0.3374285714,0.6124777668,0.6230938522
400137271,0.3598571429,0.6208984205,0.6247805152
400137271,0.3822857143,0.6280213634,0.6280218252
400137271,0.4047142857,0.6332375677,0.6332379120
400137271,0.4271428571,0.6385890920,0.6385892247
400137271,0.4495714286,0.6440468272,0.6440469970
400137271,0.4720000000,0.6497583584,0.6497584852
400137271,0.4944285714,0.6555262024,0.6555262743
400137271,0.5168571429,0.6614496474,0.6614497262
400137271,0.5392857143,0.6675774447,0.6675775522
400137271,0.5617142857,0.6738576993,0.6738577065
400137271,0.5841428571,0.6803429408,0.6803429220
400137271,0.6065714286,0.6870334395,0.6870337774
400137271,0.6290000000,0.6938144447,0.6938148205
400137271,0.6514285714,0.7009392775,0.7009392226
400137271,0.6738571429,0.7081605222,0.7081604651
400137271,0.6962857143,0.7157078990,0.7157082653
400137271,0.7187142857,0.7234929314,0.7234932445
400137271,0.7411428571,0.7314514869,0.7314518010
400137271,0.7635714286,0.7397738517,0.7397742861
400137271,0.7860000000,0.7483064072,0.7483064970
400137271,0.8084285714,0.7572262958,0.7572266785
400137271,0.8308571429,0.7662999681,0.7663002403
400137271,0.8532857143,0.7757508150,0.7757511565
400137271,0.8757142857,0.7855132241,0.7855135942
400137271,0.8981428571,0.7956837682,0.7956841101
400137271,0.9205714286,0.8062452925,0.8062456454
400137271,0.9430000000,0.8172434828,0.8172438343
400137271,0.9654285714,0.8286855596,0.8286858533
400137271,0.9878571429,0.8405538301,0.8405541216
400137271,1.0102857143,0.8530756011,0.8530758956
400137271,1.0327142857,0.8660909945,0.8660912870
400137271,1.0551428571,0.8795262254,0.8795265524
400137271,1.0775714286,0.8934696864,0.8934699532
400137271,1.1000000000,0.9081464409,0.9081465218

