20,0.5,400137271,,1,20,,0.5,,,20,0.5
20,0.5,4728394,,2,69,,0.51,,,69,0.51
20,0.5,12950156,,3,118,,0.52,,,118,0.52
20,0.5,1255,,4,167,,0.52,,,167,0.52
20,0.5,1627,,5,216,,0.53,,,216,0.53
20,0.5,136127,,6,265,,0.54,,,265,0.54
20,0.5,3845648,,7,314,,0.55,,,314,0.55
20,0.5,8834,,8,363,,0.56,,,363,0.56
20,0.5,348734,,9,412,,0.563,,,412,0.563
20,0.5,98,,10,461,,0.574,,,461,0.574
69,0.51,400137271,,11,510,,0.59,,,510,0.59
69,0.51,4728394,,12,559,,0.6,,,559,0.6
69,0.51,12950156,,13,608,,0.61,,,608,0.61
69,0.51,1255,,14,657,,0.62,,,657,0.62
69,0.51,1627,,15,706,,0.64,,,706,0.64
69,0.51,136127,,16,755,,0.65,,,755,0.65
69,0.51,3845648,,17,804,,0.67,,,804,0.67
69,0.51,8834,,18,853,,0.689,,,853,0.689
69,0.51,348734,,19,902,,0.705,,,902,0.705
69,0.51,98,,20,951,,0.73,,,951,0.73
118,0.52,400137271,,21,1000,,0.75,,,1000,0.75
118,0.52,4728394,,22,1049,,0.775,,,1049,0.775
118,0.52,12950156,,23,1098,,0.802,,,1098,0.802
118,0.52,1255,,24,1147,,0.836,,,1147,0.836
118,0.52,1627,,25,1196,,0.87,,,1196,0.87
118,0.52,136127,,26,1245,,0.911,,,1245,0.911
118,0.52,3845648,,27,1294,,0.957,,,1294,0.957
118,0.52,8834,,28,1343,,1.01,,,1343,1.01
118,0.52,348734,,29,1392,,1.072,,,1392,1.072
118,0.52,98,,30,1441,,1.143,,,1441,1.143
167,0.52,400137271,,31,1490,,1.228,,,1490,1.228
167,0.52,4728394,,32,1539,,1.331,,,1539,1.331
167,0.52,12950156,,33,1588,,1.46,,,1588,1.46
167,0.52,1255,,34,1637,,1.619,,,1637,1.619
167,0.52,1627,,35,1686,,1.832,,,1686,1.832
167,0.52,136127,,36,1735,,2.121,,,1735,2.121
167,0.52,3845648,,37,1784,,2.543,,,1784,2.543
167,0.52,8834,,38,1833,,3.213,,,1833,3.213
167,0.52,348734,,39,1882,,4.435,,,1882,4.435
167,0.52,98,,40,1931,,7.438,,,1931,7.438
216,0.53,400137271,,41,1980,,23.821,,,1980,23.821
216,0.53,4728394,,,,,,,,,
216,0.53,12950156,,,,,,,,,
216,0.53,1255,,,,,,,,,
216,0.53,1627,,,,,,,,,
216,0.53,136127,,,,,,,,,
216,0.53,3845648,,,,,,,,,
216,0.53,8834,,,,,,,,,
216,0.53,348734,,,,,,,,,
216,0.53,98,,,,,,,,,
265,0.54,400137271,,,,,,,,,
265,0.54,4728394,,,,,,,,,
265,0.54,12950156,,,,,,,,,
265,0.54,1255,,,,,,,,,
265,0.54,1627,,,,,,,,,
265,0.54,136127,,,,,,,,,
265,0.54,3845648,,,,,,,,,
265,0.54,8834,,,,,,,,,
265,0.54,348734,,,,,,,,,
265,0.54,98,,,,,,,,,
314,0.55,400137271,,,,,,,,,
314,0.55,4728394,,,,,,,,,
314,0.55,12950156,,,,,,,,,
314,0.55,1255,,,,,,,,,
314,0.55,1627,,,,,,,,,
314,0.55,136127,,,,,,,,,
314,0.55,3845648,,,,,,,,,
314,0.55,8834,,,,,,,,,
314,0.55,348734,,,,,,,,,
314,0.55,98,,,,,,,,,
363,0.56,400137271,,,,,,,,,
363,0.56,4728394,,,,,,,,,
363,0.56,12950156,,,,,,,,,
363,0.56,1255,,,,,,,,,
363,0.56,1627,,,,,,,,,
363,0.56,136127,,,,,,,,,
363,0.56,3845648,,,,,,,,,
363,0.56,8834,,,,,,,,,
363,0.56,348734,,,,,,,,,
363,0.56,98,,,,,,,,,
412,0.57,400137271,,,,,,,,,
412,0.57,4728394,,,,,,,,,
412,0.56,12950156,,,,,,,,,
412,0.57,1255,,,,,,,,,
412,0.56,1627,,,,,,,,,
412,0.56,136127,,,,,,,,,
412,0.56,3845648,,,,,,,,,
412,0.56,8834,,,,,,,,,
412,0.56,348734,,,,,,,,,
412,0.56,98,,,,,,,,,
461,0.58,400137271,,,,,,,,,
461,0.58,4728394,,,,,,,,,
461,0.57,12950156,,,,,,,,,
461,0.58,1255,,,,,,,,,
461,0.57,1627,,,,,,,,,
461,0.57,136127,,,,,,,,,
461,0.57,3845648,,,,,,,,,
461,0.57,8834,,,,,,,,,
461,0.58,348734,,,,,,,,,
461,0.57,98,,,,,,,,,
510,0.59,400137271,,,,,,,,,
