804,0.67,12950156,,,,,,,,,,,,
804,0.67,1255,,,,,,,,,,,,
804,0.67,1627,,,,,,,,,,,,
804,0.67,136127,,,,,,,,,,,,
804,0.67,3845648,,,,,,,,,,,,
804,0.67,8834,,,,,,,,,,,,
804,0.67,348734,,,,,,,,,,,,
804,0.67,98,,,,,,,,,,,,
902,0.71,400137271,,,,,,,,,,,,
902,0.71,4728394,,,,,,,,,,,,
902,0.7,12950156,,,,,,,,,,,,
902,0.71,1255,,,,,,,,,,,,
902,0.71,1627,,,,,,,,,,,,
902,0.7,136127,,,,,,,,,,,,
902,0.7,3845648,,,,,,,,,,,,
902,0.7,8834,,,,,,,,,,,,
902,0.7,348734,,,,,,,,,,,,
902,0.71,98,,,,,,,,,,,,
1000,0.75,400137271,,,,,,,,,,,,
1000,0.75,4728394,,,,,,,,,,,,
1000,0.75,12950156,,,,,,,,,,,,
1000,0.75,1255,,,,,,,,,,,,
1000,0.75,1627,,,,,,,,,,,,
1000,0.75,136127,,,,,,,,,,,,
1000,0.75,3845648,,,,,,,,,,,,
1000,0.75,8834,,,,,,,,,,,,
1000,0.75,348734,,,,,,,,,,,,
1000,0.75,98,,,,,,,,,,,,
1098,0.8,400137271,,,,,,,,,,,,
1098,0.81,4728394,,,,,,,,,,,,
1098,0.8,12950156,,,,,,,,,,,,
1098,0.81,1255,,,,,,,,,,,,
1098,0.8,1627,,,,,,,,,,,,
1098,0.8,136127,,,,,,,,,,,,
1098,0.8,3845648,,,,,,,,,,,,
1098,0.8,8834,,,,,,,,,,,,
1098,0.8,348734,,,,,,,,,,,,
1098,0.8,98,,,,,,,,,,,,
1196,0.87,400137271,,,,,,,,,,,,
1196,0.87,4728394,,,,,,,,,,,,
1196,0.87,12950156,,,,,,,,,,,,
1196,0.87,1255,,,,,,,,,,,,
1196,0.87,1627,,,,,,,,,,,,
1196,0.87,136127,,,,,,,,,,,,
1196,0.87,3845648,,,,,,,,,,,,
1196,0.87,8834,,,,,,,,,,,,
1196,0.87,348734,,,,,,,,,,,,
1196,0.87,98,,,,,,,,,,,,
1294,0.96,400137271,,,,,,,,,,,,
1294,0.96,4728394,,,,,,,,,,,,
1294,0.95,12950156,,,,,,,,,,,,
1294,0.96,1255,,,,,,,,,,,,
1294,0.96,1627,,,,,,,,,,,,
1294,0.95,136127,,,,,,,,,,,,
1294,0.96,3845648,,,,,,,,,,,,
1294,0.95,8834,,,,,,,,,,,,
1294,0.96,348734,,,,,,,,,,,,
1294,0.96,98,,,,,,,,,,,,
1392,1.07,400137271,,,,,,,,,,,,
1392,1.08,4728394,,,,,,,,,,,,
1392,1.07,12950156,,,,,,,,,,,,
1392,1.08,1255,,,,,,,,,,,,
1392,1.07,1627,,,,,,,,,,,,
1392,1.07,136127,,,,,,,,,,,,
1392,1.07,3845648,,,,,,,,,,,,
1392,1.07,8834,,,,,,,,,,,,
1392,1.07,348734,,,,,,,,,,,,
1392,1.07,98,,,,,,,,,,,,
1490,1.23,400137271,,,,,,,,,,,,
1490,1.24,4728394,,,,,,,,,,,,
1490,1.22,12950156,,,,,,,,,,,,
1490,1.24,1255,,,,,,,,,,,,
1490,1.23,1627,,,,,,,,,,,,
1490,1.22,136127,,,,,,,,,,,,
1490,1.23,3845648,,,,,,,,,,,,
1490,1.22,8834,,,,,,,,,,,,
1490,1.23,348734,,,,,,,,,,,,
1490,1.22,98,,,,,,,,,,,,
1588,1.46,400137271,,,,,,,,,,,,
1588,1.47,4728394,,,,,,,,,,,,
1588,1.45,12950156,,,,,,,,,,,,
1588,1.48,1255,,,,,,,,,,,,
1588,1.47,1627,,,,,,,,,,,,
1588,1.45,136127,,,,,,,,,,,,
1588,1.46,3845648,,,,,,,,,,,,
1588,1.45,8834,,,,,,,,,,,,
1588,1.46,348734,,,,,,,,,,,,
1588,1.45,98,,,,,,,,,,,,
1686,1.83,400137271,,,,,,,,,,,,
1686,1.84,4728394,,,,,,,,,,,,
1686,1.83,12950156,,,,,,,,,,,,
1686,1.86,1255,,,,,,,,,,,,
1686,1.85,1627,,,,,,,,,,,,
1686,1.82,136127,,,,,,,,,,,,
1686,1.84,3845648,,,,,,,,,,,,
1686,1.81,8834,,,,,,,,,,,,
1686,1.83,348734,,,,,,,,,,,,
1686,1.81,98,,,,,,,,,,,,
1784,2.54,400137271,,,,,,,,,,,,
1784,2.56,4728394,,,,,,,,,,,,
1784,2.54,12950156,,,,,,,,,,,,
1784,2.59,1255,,,,,,,,,,,,
1784,2.59,1627,,,,,,,,,,,,
1784,2.51,136127,,,,,,,,,,,,
1784,2.55,3845648,,,,,,,,,,,,
1784,2.49,8834,,,,,,,,,,,,
1784,2.56,348734,,,,,,,,,,,,
1784,2.5,98,,,,,,,,,,,,
1882,4.41,400137271,,,,,,,,,,,,
1882,4.62,4728394,,,,,,,,,,,,
1882,4.37,12950156,,,,,,,,,,,,
1882,4.58,1255,,,,,,,,,,,,
1882,4.56,1627,,,,,,,,,,,,
1882,4.27,136127,,,,,,,,,,,,
1882,4.5,3845648,,,,,,,,,,,,
1882,4.26,8834,,,,,,,,,,,,
1882,4.56,348734,,,,,,,,,,,,
1882,4.22,98,,,,,,,,,,,,
1980,26.31,400137271,,,,,,,,,,,,
1980,27.28,4728394,,,,,,,,,,,,
1980,20.01,12950156,,,,,,,,,,,,
1980,26.23,1255,,,,,,,,,,,,
1980,28.24,1627,,,,,,,,,,,,
1980,19.94,136127,,,,,,,,,,,,
1980,25.11,3845648,,,,,,,,,,,,
1980,22.94,8834,,,,,,,,,,,,
1980,22.66,348734,,,,,,,,,,,,
1980,19.49,98,,,,,,,,,,,,
